Order ID	Product	Category	Unit Price	Quantity	Valor	Customer	Ship City	Ship Country	Order Date	Ano
10450	Tourtière	Meat/Poultry	5,9	6	35,4	Victuailles en stock	Lyon	France	19-Feb-97	
10450	Ikura	Seafood	24,8	20	496	Victuailles en stock	Lyon	France	19-Feb-97	
10451	Pâté chinois	Meat/Poultry	19,2	120	2304	QUICK-Stop	Cunewalde	Germany	19-Feb-97	
10451	Louisiana Fiery Hot Pepper Sauce	Condiments	16,8	28	470,4	QUICK-Stop	Cunewalde	Germany	19-Feb-97	
10451	Wimmers gute Semmelknödel	Grains/Cereals	26,6	35	931	QUICK-Stop	Cunewalde	Germany	19-Feb-97	
10451	Original Frankfurter grüne Soße	Condiments	10,4	55	572	QUICK-Stop	Cunewalde	Germany	19-Feb-97	
10452	Gula Malacca	Condiments	15,5	100	1550	Save-a-lot Markets	Boise	USA	20-Feb-97	
10452	Rössle Sauerkraut	Produce	36,4	15	546	Save-a-lot Markets	Boise	USA	20-Feb-97	
10453	Chocolade	Confections	10,2	15	153	Around the Horn	Colchester	UK	21-Feb-97	
10453	Outback Lager	Beverages	12	25	300	Around the Horn	Colchester	UK	21-Feb-97	
10454	Spegesild	Seafood	9,6	10	96	La maison d'Asie	Toulouse	France	21-Feb-97	
10454	Geitost	Dairy Products	2	20	40	La maison d'Asie	Toulouse	France	21-Feb-97	
10454	Pavlova	Confections	13,9	20	278	La maison d'Asie	Toulouse	France	21-Feb-97	
10455	Chartreuse verte	Beverages	14,4	20	288	Wartian Herkku	Oulu	Finland	24-Feb-97	
10455	Perth Pasties	Meat/Poultry	26,2	50	1310	Wartian Herkku	Oulu	Finland	24-Feb-97	
10455	Sirop d'érable	Condiments	22,8	25	570	Wartian Herkku	Oulu	Finland	24-Feb-97	
10455	Flotemysost	Dairy Products	17,2	30	516	Wartian Herkku	Oulu	Finland	24-Feb-97	
10456	Maxilaku	Confections	16	21	336	Königlich Essen	Brandenburg	Germany	25-Feb-97	
10456	Sir Rodney's Scones	Confections	8	40	320	Königlich Essen	Brandenburg	Germany	25-Feb-97	
10457	Raclette Courdavault	Dairy Products	44	36	1584	Königlich Essen	Brandenburg	Germany	25-Feb-97	
10458	Gnocchi di nonna Alice	Grains/Cereals	30,4	15	456	Suprêmes délices	Charleroi	Belgium	26-Feb-97	
10458	Gumbär Gummibärchen	Confections	24,9	30	747	Suprêmes délices	Charleroi	Belgium	26-Feb-97	
10458	Ipoh Coffee	Beverages	36,8	20	736	Suprêmes délices	Charleroi	Belgium	26-Feb-97	
10458	Rössle Sauerkraut	Produce	36,4	30	1092	Suprêmes délices	Charleroi	Belgium	26-Feb-97	
10458	Flotemysost	Dairy Products	17,2	50	860	Suprêmes délices	Charleroi	Belgium	26-Feb-97	
10459	Spegesild	Seafood	9,6	20	192	Victuailles en stock	Lyon	France	27-Feb-97	
10459	Uncle Bob's Organic Dried Pears	Produce	24	16	384	Victuailles en stock	Lyon	France	27-Feb-97	
10459	Mozzarella di Giovanni	Dairy Products	27,8	40	1112	Victuailles en stock	Lyon	France	27-Feb-97	
10460	Scottish Longbreads	Confections	10	21	210	Folk och fä HB	Bräcke	Sweden	28-Feb-97	
10460	Rhönbräu Klosterbier	Beverages	6,2	4	24,8	Folk och fä HB	Bräcke	Sweden	28-Feb-97	
10461	Pâté chinois	Meat/Poultry	19,2	60	1152	LILA-Supermercado	Barquisimeto	Venezuela	28-Feb-97	
10461	Sir Rodney's Scones	Confections	8	40	320	LILA-Supermercado	Barquisimeto	Venezuela	28-Feb-97	
10461	Nord-Ost Matjeshering	Seafood	20,7	28	579,6	LILA-Supermercado	Barquisimeto	Venezuela	28-Feb-97	
10462	Tunnbröd	Grains/Cereals	7,2	21	151,2	Consolidated Holdings	London	UK	03/mar/97	
10462	Konbu	Seafood	4,8	1	4,8	Consolidated Holdings	London	UK	03/mar/97	
10463	Teatime Chocolate Biscuits	Confections	7,3	21	153,3	Suprêmes délices	Charleroi	Belgium	04/mar/97	
10463	Singaporean Hokkien Fried Mee	Grains/Cereals	11,2	50	560	Suprêmes délices	Charleroi	Belgium	04/mar/97	
10464	Ipoh Coffee	Beverages	36,8	3	110,4	Furia Bacalhau e Frutos do Mar	Lisboa	Portugal	04/mar/97	
10464	Chef Anton's Cajun Seasoning	Seafood	17,6	16	281,6	Furia Bacalhau e Frutos do Mar	Lisboa	Portugal	04/mar/97	
10464	Gnocchi di nonna Alice	Grains/Cereals	30,4	30	912	Furia Bacalhau e Frutos do Mar	Lisboa	Portugal	04/mar/97	
10464	Camembert Pierrot	Dairy Products	27,2	20	544	Furia Bacalhau e Frutos do Mar	Lisboa	Portugal	04/mar/97	
10465	Guaraná Fantástica	Beverages	3,6	25	90	Vaffeljernet	Århus	Denmark	05/mar/97	
10465	Boston Crab Meat	Seafood	14,7	20	294	Vaffeljernet	Århus	Denmark	05/mar/97	
10465	Rogede sild	Seafood	7,6	30	228	Vaffeljernet	Århus	Denmark	05/mar/97	
10465	Valkoinen suklaa	Confections	13	25	325	Vaffeljernet	Århus	Denmark	05/mar/97	
10465	Thüringer Rostbratwurst	Meat/Poultry	99	18	1782	Vaffeljernet	Århus	Denmark	05/mar/97	
10466	Spegesild	Seafood	9,6	5	48	Comércio Mineiro	Sao Paulo	Brazil	06/mar/97	
10466	Queso Cabrales	Dairy Products	16,8	10	168	Comércio Mineiro	Sao Paulo	Brazil	06/mar/97	
10467	Guaraná Fantástica	Beverages	3,6	28	100,8	Magazzini Alimentari Riuniti	Bergamo	Italy	06/mar/97	
10467	NuNuCa Nuß-Nougat-Creme	Confections	11,2	12	134,4	Magazzini Alimentari Riuniti	Bergamo	Italy	06/mar/97	
10468	Ipoh Coffee	Beverages	36,8	15	552	Königlich Essen	Brandenburg	Germany	07/mar/97	
10468	Nord-Ost Matjeshering	Seafood	20,7	8	165,6	Königlich Essen	Brandenburg	Germany	07/mar/97	
10469	Gula Malacca	Condiments	15,5	2	31	White Clover Markets	Seattle	USA	10/mar/97	
10469	Pavlova	Confections	13,9	35	486,5	White Clover Markets	Seattle	USA	10/mar/97	
10469	Chang	Beverages	15,2	40	608	White Clover Markets	Seattle	USA	10/mar/97	
10470	Carnarvon Tigers	Beverages	50	30	1500	Bon app'	Marseille	France	11/mar/97	
10470	Tunnbröd	Grains/Cereals	7,2	15	108	Bon app'	Marseille	France	11/mar/97	
10470	Wimmers gute Semmelknödel	Grains/Cereals	26,6	8	212,8	Bon app'	Marseille	France	11/mar/97	
10471	Gnocchi di nonna Alice	Grains/Cereals	30,4	20	608	B's Beverages	London	UK	11/mar/97	
10471	Uncle Bob's Organic Dried Pears	Produce	24	30	720	B's Beverages	London	UK	11/mar/97	
10472	Guaraná Fantástica	Beverages	3,6	80	288	Seven Seas Imports	London	UK	12/mar/97	
10472	Manjimup Dried Apples	Produce	42,4	18	763,2	Seven Seas Imports	London	UK	12/mar/97	
10473	Geitost	Dairy Products	2	12	24	Island Trading	Cowes	UK	13/mar/97	
10473	Flotemysost	Dairy Products	17,2	12	206,4	Island Trading	Cowes	UK	13/mar/97	
10474	Rössle Sauerkraut	Produce	36,4	18	655,2	Pericles Comidas clásicas	México D.F.	Mexico	13/mar/97	
10474	Boston Crab Meat	Seafood	14,7	21	308,7	Pericles Comidas clásicas	México D.F.	Mexico	13/mar/97	
10474	Tofu	Produce	18,6	12	223,2	Pericles Comidas clásicas	México D.F.	Mexico	13/mar/97	
10474	Rhönbräu Klosterbier	Beverages	6,2	10	62	Pericles Comidas clásicas	México D.F.	Mexico	13/mar/97	
10475	Gorgonzola Telino	Dairy Products	10	35	350	Suprêmes délices	Charleroi	Belgium	14/mar/97	
10475	Louisiana Hot Spiced Okra	Condiments	13,6	60	816	Suprêmes délices	Charleroi	Belgium	14/mar/97	
10475	Lakkalikööri	Beverages	14,4	42	604,8	Suprêmes délices	Charleroi	Belgium	14/mar/97	
10476	Outback Lager	Beverages	12	12	144	HILARION-Abastos	San Cristóbal	Venezuela	17/mar/97	
10476	Pâté chinois	Meat/Poultry	19,2	2	38,4	HILARION-Abastos	San Cristóbal	Venezuela	17/mar/97	
10477	Chartreuse verte	Beverages	14,4	20	288	Princesa Isabel Vinhos	Lisboa	Portugal	17/mar/97	
10477	Chai	Meat/Poultry	14,4	15	216	Princesa Isabel Vinhos	Lisboa	Portugal	17/mar/97	
10477	Sir Rodney's Scones	Confections	8	21	168	Princesa Isabel Vinhos	Lisboa	Portugal	17/mar/97	
10478	Ikura	Seafood	24,8	20	496	Victuailles en stock	Lyon	France	18/mar/97	
10479	Côte de Blaye	Beverages	210,8	30	6324	Rattlesnake Canyon Grocery	Albuquerque	USA	19/mar/97	
10479	Perth Pasties	Meat/Poultry	26,2	28	733,6	Rattlesnake Canyon Grocery	Albuquerque	USA	19/mar/97	
10479	Raclette Courdavault	Dairy Products	44	60	2640	Rattlesnake Canyon Grocery	Albuquerque	USA	19/mar/97	
10479	Wimmers gute Semmelknödel	Grains/Cereals	26,6	30	798	Rattlesnake Canyon Grocery	Albuquerque	USA	19/mar/97	
10480	Raclette Courdavault	Dairy Products	44	12	528	Folies gourmandes	Lille	France	20/mar/97	
10480	Zaanse koeken	Confections	7,6	30	228	Folies gourmandes	Lille	France	20/mar/97	
10481	Maxilaku	Confections	16	24	384	Ricardo Adocicados	Rio de Janeiro	Brazil	20/mar/97	
10481	Camembert Pierrot	Dairy Products	27,2	40	1088	Ricardo Adocicados	Rio de Janeiro	Brazil	20/mar/97	
10482	Boston Crab Meat	Seafood	14,7	10	147	Lazy K Kountry Store	Walla Walla	USA	21/mar/97	
10483	Sasquatch Ale	Beverages	11,2	35	392	White Clover Markets	Seattle	USA	24/mar/97	
10483	Original Frankfurter grüne Soße	Condiments	10,4	30	312	White Clover Markets	Seattle	USA	24/mar/97	
10484	Boston Crab Meat	Seafood	14,7	10	147	B's Beverages	London	UK	24/mar/97	
10484	Manjimup Dried Apples	Produce	42,4	3	127,2	B's Beverages	London	UK	24/mar/97	
10484	Sir Rodney's Scones	Confections	8	14	112	B's Beverages	London	UK	24/mar/97	
10485	Chang	Beverages	15,2	20	304	LINO-Delicateses	I. de Margarita	Venezuela	25/mar/97	
10485	Aniseed Syrup	Condiments	8	20	160	LINO-Delicateses	I. de Margarita	Venezuela	25/mar/97	
10485	Pâté chinois	Meat/Poultry	19,2	30	576	LINO-Delicateses	I. de Margarita	Venezuela	25/mar/97	
10485	Outback Lager	Beverages	12	60	720	LINO-Delicateses	I. de Margarita	Venezuela	25/mar/97	
10486	Queso Cabrales	Dairy Products	16,8	5	84	HILARION-Abastos	San Cristóbal	Venezuela	26/mar/97	
10486	Manjimup Dried Apples	Produce	42,4	25	1060	HILARION-Abastos	San Cristóbal	Venezuela	26/mar/97	
10486	Longlife Tofu	Produce	8	16	128	HILARION-Abastos	San Cristóbal	Venezuela	26/mar/97	
10487	Gumbär Gummibärchen	Confections	24,9	30	747	Queen Cozinha	Sao Paulo	Brazil	26/mar/97	
10487	Teatime Chocolate Biscuits	Confections	7,3	5	36,5	Queen Cozinha	Sao Paulo	Brazil	26/mar/97	
10487	Tourtière	Meat/Poultry	5,9	24	141,6	Queen Cozinha	Sao Paulo	Brazil	26/mar/97	
10488	Raclette Courdavault	Dairy Products	44	30	1320	Frankenversand	München	Germany	27/mar/97	
10488	Röd Kaviar	Seafood	12	20	240	Frankenversand	München	Germany	27/mar/97	
10489	Pavlova	Confections	13,9	18	250,2	Piccolo und mehr	Salzburg	Austria	28/mar/97	
10489	Queso Cabrales	Dairy Products	16,8	15	252	Piccolo und mehr	Salzburg	Austria	28/mar/97	
10490	Raclette Courdavault	Dairy Products	44	60	2640	HILARION-Abastos	San Cristóbal	Venezuela	31/mar/97	
10490	Scottish Longbreads	Confections	10	30	300	HILARION-Abastos	San Cristóbal	Venezuela	31/mar/97	
10490	Rhönbräu Klosterbier	Beverages	6,2	36	223,2	HILARION-Abastos	San Cristóbal	Venezuela	31/mar/97	
10491	Gula Malacca	Condiments	15,5	15	232,5	Furia Bacalhau e Frutos do Mar	Lisboa	Portugal	31/mar/97	
10491	Original Frankfurter grüne Soße	Condiments	10,4	7	72,8	Furia Bacalhau e Frutos do Mar	Lisboa	Portugal	31/mar/97	
10492	Singaporean Hokkien Fried Mee	Grains/Cereals	11,2	20	224	Bottom-Dollar Markets	Tsawassen	Canada	1-Apr-97	
10492	NuNuCa Nuß-Nougat-Creme	Confections	11,2	60	672	Bottom-Dollar Markets	Tsawassen	Canada	1-Apr-97	
10493	Louisiana Hot Spiced Okra	Condiments	13,6	10	136	La maison d'Asie	Toulouse	France	2-Apr-97	
10493	Gudbrandsdalsost	Dairy Products	28,8	10	288	La maison d'Asie	Toulouse	France	2-Apr-97	
10493	Louisiana Fiery Hot Pepper Sauce	Condiments	16,8	15	252	La maison d'Asie	Toulouse	France	2-Apr-97	
10494	Gnocchi di nonna Alice	Grains/Cereals	30,4	30	912	Comércio Mineiro	Sao Paulo	Brazil	2-Apr-97	
10495	Tunnbröd	Grains/Cereals	7,2	10	72	Laughing Bacchus Wine Cellars	Vancouver	Canada	3-Apr-97	
10495	Jack's New England Clam Chowder	Seafood	7,7	20	154	Laughing Bacchus Wine Cellars	Vancouver	Canada	3-Apr-97	
10495	Original Frankfurter grüne Soße	Condiments	10,4	5	52	Laughing Bacchus Wine Cellars	Vancouver	Canada	3-Apr-97	
10496	Gorgonzola Telino	Dairy Products	10	20	200	Tradição Hipermercados	Sao Paulo	Brazil	4-Apr-97	
10497	Gnocchi di nonna Alice	Grains/Cereals	30,4	14	425,6	Lehmanns Marktstand	Frankfurt a.M.	Germany	4-Apr-97	
10497	Original Frankfurter grüne Soße	Condiments	10,4	25	260	Lehmanns Marktstand	Frankfurt a.M.	Germany	4-Apr-97	
10497	Mozzarella di Giovanni	Dairy Products	27,8	25	695	Lehmanns Marktstand	Frankfurt a.M.	Germany	4-Apr-97	
10498	Boston Crab Meat	Seafood	18,4	5	92	HILARION-Abastos	San Cristóbal	Venezuela	7-Apr-97	
10498	Singaporean Hokkien Fried Mee	Grains/Cereals	14	30	420	HILARION-Abastos	San Cristóbal	Venezuela	7-Apr-97	
10498	Guaraná Fantástica	Beverages	4,5	14	63	HILARION-Abastos	San Cristóbal	Venezuela	7-Apr-97	
10499	Maxilaku	Confections	20	25	500	LILA-Supermercado	Barquisimeto	Venezuela	8-Apr-97	
10499	Rössle Sauerkraut	Produce	45,6	20	912	LILA-Supermercado	Barquisimeto	Venezuela	8-Apr-97	
10500	Rössle Sauerkraut	Produce	45,6	8	364,8	La maison d'Asie	Toulouse	France	9-Apr-97	
10500	Genen Shouyu	Condiments	15,5	12	186	La maison d'Asie	Toulouse	France	9-Apr-97	
10501	Tourtière	Meat/Poultry	7,45	20	149	Blauer See Delikatessen	Mannheim	Germany	9-Apr-97	
10502	Perth Pasties	Meat/Poultry	32,8	6	196,8	Pericles Comidas clásicas	México D.F.	Mexico	10-Apr-97	
10502	Laughing Lumberjack Lager	Beverages	14	30	420	Pericles Comidas clásicas	México D.F.	Mexico	10-Apr-97	
10502	Rogede sild	Seafood	9,5	21	199,5	Pericles Comidas clásicas	México D.F.	Mexico	10-Apr-97	
10503	Tofu	Produce	23,25	70	1627,5	Hungry Owl All-Night Grocers	Cork	Ireland	11-Apr-97	
10503	Louisiana Fiery Hot Pepper Sauce	Condiments	21,05	20	421	Hungry Owl All-Night Grocers	Cork	Ireland	11-Apr-97	
10504	Perth Pasties	Meat/Poultry	32,8	10	328	White Clover Markets	Seattle	USA	11-Apr-97	
10504	Sirop d'érable	Condiments	28,5	25	712,5	White Clover Markets	Seattle	USA	11-Apr-97	
10504	Chang	Beverages	19	12	228	White Clover Markets	Seattle	USA	11-Apr-97	
10504	Sir Rodney's Scones	Confections	10	12	120	White Clover Markets	Seattle	USA	11-Apr-97	
10505	Tarte au sucre	Confections	49,3	3	147,9	Mère Paillarde	Montréal	Canada	14-Apr-97	
10506	Outback Lager	Beverages	15	14	210	Königlich Essen	Brandenburg	Germany	15-Apr-97	
10506	NuNuCa Nuß-Nougat-Creme	Confections	14	18	252	Königlich Essen	Brandenburg	Germany	15-Apr-97	
10507	Chocolade	Confections	12,75	15	191,25	Antonio Moreno Taquería	México D.F.	Mexico	15-Apr-97	
10507	Ipoh Coffee	Beverages	46	15	690	Antonio Moreno Taquería	México D.F.	Mexico	15-Apr-97	
10508	Chartreuse verte	Beverages	18	10	180	Ottilies Käseladen	Köln	Germany	16-Apr-97	
10508	Konbu	Seafood	6	10	60	Ottilies Käseladen	Köln	Germany	16-Apr-97	
10509	Rössle Sauerkraut	Produce	45,6	3	136,8	Blauer See Delikatessen	Mannheim	Germany	17-Apr-97	
10510	Thüringer Rostbratwurst	Meat/Poultry	123,79	36	4456,44	Save-a-lot Markets	Boise	USA	18-Apr-97	
10510	Rhönbräu Klosterbier	Beverages	7,75	36	279	Save-a-lot Markets	Boise	USA	18-Apr-97	
10511	Chef Anton's Cajun Seasoning	Seafood	22	50	1100	Bon app'	Marseille	France	18-Apr-97	
10511	Uncle Bob's Organic Dried Pears	Produce	30	50	1500	Bon app'	Marseille	France	18-Apr-97	
10511	Northwoods Cranberry Sauce	Condiments	40	10	400	Bon app'	Marseille	France	18-Apr-97	
10512	Guaraná Fantástica	Beverages	4,5	10	45	Familia Arquibaldo	Sao Paulo	Brazil	21-Apr-97	
10512	Spegesild	Seafood	12	9	108	Familia Arquibaldo	Sao Paulo	Brazil	21-Apr-97	
10512	Zaanse koeken	Confections	9,5	6	57	Familia Arquibaldo	Sao Paulo	Brazil	21-Apr-97	
10512	Camembert Pierrot	Dairy Products	34	12	408	Familia Arquibaldo	Sao Paulo	Brazil	21-Apr-97	
10513	Sirop d'érable	Condiments	28,5	15	427,5	Die Wandernde Kuh	Stuttgart	Germany	22-Apr-97	
10513	Mascarpone Fabioli	Dairy Products	32	50	1600	Die Wandernde Kuh	Stuttgart	Germany	22-Apr-97	
10513	Sir Rodney's Scones	Confections	10	40	400	Die Wandernde Kuh	Stuttgart	Germany	22-Apr-97	
10514	Sir Rodney's Marmalade	Confections	81	39	3159	Ernst Handel	Graz	Austria	22-Apr-97	
10514	Rössle Sauerkraut	Produce	45,6	35	1596	Ernst Handel	Graz	Austria	22-Apr-97	
10514	Gnocchi di nonna Alice	Grains/Cereals	38	70	2660	Ernst Handel	Graz	Austria	22-Apr-97	
10514	Louisiana Fiery Hot Pepper Sauce	Condiments	21,05	39	820,95	Ernst Handel	Graz	Austria	22-Apr-97	
10514	Rhönbräu Klosterbier	Beverages	7,75	50	387,5	Ernst Handel	Graz	Austria	22-Apr-97	
10515	Camembert Pierrot	Dairy Products	34	84	2856	QUICK-Stop	Cunewalde	Germany	23-Apr-97	
10515	Schoggi Schokolade	Confections	43,9	120	5268	QUICK-Stop	Cunewalde	Germany	23-Apr-97	
10515	Geitost	Dairy Products	2,5	16	40	QUICK-Stop	Cunewalde	Germany	23-Apr-97	
10515	Pavlova	Confections	17,45	50	872,5	QUICK-Stop	Cunewalde	Germany	23-Apr-97	
10515	Mishi Kobe Niku	Meat/Poultry	97	16	1552	QUICK-Stop	Cunewalde	Germany	23-Apr-97	
10516	Carnarvon Tigers	Beverages	62,5	25	1562,5	Hungry Owl All-Night Grocers	Cork	Ireland	24-Apr-97	
10516	Singaporean Hokkien Fried Mee	Grains/Cereals	14	20	280	Hungry Owl All-Night Grocers	Cork	Ireland	24-Apr-97	
10516	Jack's New England Clam Chowder	Seafood	9,65	80	772	Hungry Owl All-Night Grocers	Cork	Ireland	24-Apr-97	
10517	Filo Mix	Grains/Cereals	7	6	42	North/South	London	UK	24-Apr-97	
10517	Raclette Courdavault	Dairy Products	55	4	220	North/South	London	UK	24-Apr-97	
10517	Outback Lager	Beverages	15	6	90	North/South	London	UK	24-Apr-97	
10518	Gula Malacca	Condiments	19,45	9	175,05	Tortuga Restaurante	México D.F.	Mexico	25-Apr-97	
10518	Côte de Blaye	Beverages	263,5	15	3952,5	Tortuga Restaurante	México D.F.	Mexico	25-Apr-97	
10518	Guaraná Fantástica	Beverages	4,5	5	22,5	Tortuga Restaurante	México D.F.	Mexico	25-Apr-97	
10519	Ikura	Seafood	31	16	496	Chop-suey Chinese	Bern	Switzerland	28-Apr-97	
10519	Camembert Pierrot	Dairy Products	34	10	340	Chop-suey Chinese	Bern	Switzerland	28-Apr-97	
10519	Gnocchi di nonna Alice	Grains/Cereals	38	40	1520	Chop-suey Chinese	Bern	Switzerland	28-Apr-97	
10520	Perth Pasties	Meat/Poultry	32,8	5	164	Santé Gourmet	Stavern	Norway	29-Apr-97	
10520	Guaraná Fantástica	Beverages	4,5	8	36	Santé Gourmet	Stavern	Norway	29-Apr-97	
10521	Steeleye Stout	Beverages	18	3	54	Cactus Comidas para llevar	Buenos Aires	Argentina	29-Apr-97	
10521	Jack's New England Clam Chowder	Seafood	9,65	10	96,5	Cactus Comidas para llevar	Buenos Aires	Argentina	29-Apr-97	
10521	Scottish Longbreads	Confections	12,5	6	75	Cactus Comidas para llevar	Buenos Aires	Argentina	29-Apr-97	
10522	Boston Crab Meat	Seafood	18,4	25	460	Lehmanns Marktstand	Frankfurt a.M.	Germany	30-Apr-97	
10522	Nord-Ost Matjeshering	Seafood	25,89	20	517,8	Lehmanns Marktstand	Frankfurt a.M.	Germany	30-Apr-97	
10522	Northwoods Cranberry Sauce	Condiments	40	24	960	Lehmanns Marktstand	Frankfurt a.M.	Germany	30-Apr-97	
10522	Chai	Meat/Poultry	18	40	720	Lehmanns Marktstand	Frankfurt a.M.	Germany	30-Apr-97	
10523	Sir Rodney's Marmalade	Confections	81	15	1215	Seven Seas Imports	London	UK	1-May-97	
10523	Alice Mutton	Meat/Poultry	39	25	975	Seven Seas Imports	London	UK	1-May-97	
10523	Jack's New England Clam Chowder	Seafood	9,65	6	57,9	Seven Seas Imports	London	UK	1-May-97	
10523	Gravad lax	Seafood	26	18	468	Seven Seas Imports	London	UK	1-May-97	
10524	Ipoh Coffee	Beverages	46	60	2760	Berglunds snabbköp	Luleå	Sweden	1-May-97	
10524	Nord-Ost Matjeshering	Seafood	25,89	10	258,9	Berglunds snabbköp	Luleå	Sweden	1-May-97	
10524	Ikura	Seafood	31	2	62	Berglunds snabbköp	Luleå	Sweden	1-May-97	
10524	Tourtière	Meat/Poultry	7,45	15	111,75	Berglunds snabbköp	Luleå	Sweden	1-May-97	
10525	Inlagd Sill	Seafood	19	30	570	Bon app'	Marseille	France	2-May-97	
10525	Boston Crab Meat	Seafood	18,4	15	276	Bon app'	Marseille	France	2-May-97	
10526	Konbu	Seafood	6	10	60	Wartian Herkku	Oulu	Finland	5-May-97	
10526	Chai	Meat/Poultry	18	8	144	Wartian Herkku	Oulu	Finland	5-May-97	
10526	Gnocchi di nonna Alice	Grains/Cereals	38	30	1140	Wartian Herkku	Oulu	Finland	5-May-97	
10527	Chef Anton's Cajun Seasoning	Seafood	22	50	1100	QUICK-Stop	Cunewalde	Germany	5-May-97	
10527	Inlagd Sill	Seafood	19	30	570	QUICK-Stop	Cunewalde	Germany	5-May-97	
10528	Geitost	Dairy Products	2,5	8	20	Great Lakes Food Market	Eugene	USA	6-May-97	
10528	Queso Cabrales	Dairy Products	21	3	63	Great Lakes Food Market	Eugene	USA	6-May-97	
10528	Mozzarella di Giovanni	Dairy Products	34,8	9	313,2	Great Lakes Food Market	Eugene	USA	6-May-97	
10529	Pâté chinois	Meat/Poultry	24	14	336	Maison Dewey	Bruxelles	Belgium	7-May-97	
10529	Scottish Longbreads	Confections	12,5	20	250	Maison Dewey	Bruxelles	Belgium	7-May-97	
10529	Gudbrandsdalsost	Dairy Products	36	10	360	Maison Dewey	Bruxelles	Belgium	7-May-97	
10530	Sirop d'érable	Condiments	28,5	20	570	Piccolo und mehr	Salzburg	Austria	8-May-97	
10530	Alice Mutton	Meat/Poultry	39	40	1560	Piccolo und mehr	Salzburg	Austria	8-May-97	
10530	Ipoh Coffee	Beverages	46	25	1150	Piccolo und mehr	Salzburg	Austria	8-May-97	
10530	Lakkalikööri	Beverages	18	50	900	Piccolo und mehr	Salzburg	Austria	8-May-97	
10531	Raclette Courdavault	Dairy Products	55	2	110	Océano Atlántico Ltda.	Buenos Aires	Argentina	8-May-97	
10532	Louisiana Hot Spiced Okra	Condiments	17	24	408	Eastern Connection	London	UK	9-May-97	
10532	Nord-Ost Matjeshering	Seafood	25,89	15	388,35	Eastern Connection	London	UK	9-May-97	
10533	Chef Anton's Cajun Seasoning	Seafood	22	50	1100	Folk och fä HB	Bräcke	Sweden	12-May-97	
10533	Mozzarella di Giovanni	Dairy Products	34,8	24	835,2	Folk och fä HB	Bräcke	Sweden	12-May-97	
10533	Röd Kaviar	Seafood	15	24	360	Folk och fä HB	Bräcke	Sweden	12-May-97	
10534	Nord-Ost Matjeshering	Seafood	25,89	10	258,9	Lehmanns Marktstand	Frankfurt a.M.	Germany	12-May-97	
10534	Boston Crab Meat	Seafood	18,4	10	184	Lehmanns Marktstand	Frankfurt a.M.	Germany	12-May-97	
10534	Tourtière	Meat/Poultry	7,45	10	74,5	Lehmanns Marktstand	Frankfurt a.M.	Germany	12-May-97	
10535	Ravioli Angelo	Grains/Cereals	19,5	5	97,5	Antonio Moreno Taquería	México D.F.	Mexico	13-May-97	
10535	Raclette Courdavault	Dairy Products	55	15	825	Antonio Moreno Taquería	México D.F.	Mexico	13-May-97	
10535	Boston Crab Meat	Seafood	18,4	10	184	Antonio Moreno Taquería	México D.F.	Mexico	13-May-97	
10535	Queso Cabrales	Dairy Products	21	50	1050	Antonio Moreno Taquería	México D.F.	Mexico	13-May-97	
10536	Queso Manchego La Pastora	Dairy Products	38	15	570	Lehmanns Marktstand	Frankfurt a.M.	Germany	14-May-97	
10536	Gorgonzola Telino	Dairy Products	12,5	20	250	Lehmanns Marktstand	Frankfurt a.M.	Germany	14-May-97	
10536	Geitost	Dairy Products	2,5	30	75	Lehmanns Marktstand	Frankfurt a.M.	Germany	14-May-97	
10536	Camembert Pierrot	Dairy Products	34	35	1190	Lehmanns Marktstand	Frankfurt a.M.	Germany	14-May-97	
10537	Escargots de Bourgogne	Seafood	13,25	20	265	Richter Supermarkt	Genève	Switzerland	14-May-97	
10537	Gorgonzola Telino	Dairy Products	12,5	30	375	Richter Supermarkt	Genève	Switzerland	14-May-97	
10537	Manjimup Dried Apples	Produce	53	6	318	Richter Supermarkt	Genève	Switzerland	14-May-97	
10537	Röd Kaviar	Seafood	15	9	135	Richter Supermarkt	Genève	Switzerland	14-May-97	
10537	Mozzarella di Giovanni	Dairy Products	34,8	21	730,8	Richter Supermarkt	Genève	Switzerland	14-May-97	
10538	Outback Lager	Beverages	15	7	105	B's Beverages	London	UK	15-May-97	
10538	Mozzarella di Giovanni	Dairy Products	34,8	1	34,8	B's Beverages	London	UK	15-May-97	
10539	Maxilaku	Confections	20	6	120	B's Beverages	London	UK	16-May-97	
10539	Geitost	Dairy Products	2,5	15	37,5	B's Beverages	London	UK	16-May-97	
10539	Konbu	Seafood	6	8	48	B's Beverages	London	UK	16-May-97	
10539	Sir Rodney's Scones	Confections	10	15	150	B's Beverages	London	UK	16-May-97	
10540	Gumbär Gummibärchen	Confections	31,23	40	1249,2	QUICK-Stop	Cunewalde	Germany	19-May-97	
10540	Aniseed Syrup	Condiments	10	60	600	QUICK-Stop	Cunewalde	Germany	19-May-97	
10540	Côte de Blaye	Beverages	263,5	30	7905	QUICK-Stop	Cunewalde	Germany	19-May-97	
10540	Scottish Longbreads	Confections	12,5	35	437,5	QUICK-Stop	Cunewalde	Germany	19-May-97	
10541	Louisiana Fiery Hot Pepper Sauce	Condiments	21,05	36	757,8	Hanari Carnes	Rio de Janeiro	Brazil	19-May-97	
