Order ID;Product;Category;Unit Price;Quantity;Customer;Ship City;Ship Country;Order Date
10445;Tourtière;Meat/Poultry;5,9;15;Berglunds snabbköp;Luleå;Sweden;13-Feb-97
10446;Filo Mix;Grains/Cereals;5,6;15;Toms Spezialitäten;Münster;Germany;14-Feb-97
10446;Gorgonzola Telino;Dairy Products;10;3;Toms Spezialitäten;Münster;Germany;14-Feb-97
10446;Guaraná Fantástica;Beverages;3,6;20;Toms Spezialitäten;Münster;Germany;14-Feb-97
10446;Teatime Chocolate Biscuits;Confections;7,3;12;Toms Spezialitäten;Münster;Germany;14-Feb-97
10447;Teatime Chocolate Biscuits;Confections;7,3;40;Ricardo Adocicados;Rio de Janeiro;Brazil;14-Feb-97
10447;Louisiana Fiery Hot Pepper Sauce;Condiments;16,8;35;Ricardo Adocicados;Rio de Janeiro;Brazil;14-Feb-97
10447;Flotemysost;Dairy Products;17,2;2;Ricardo Adocicados;Rio de Janeiro;Brazil;14-Feb-97
10448;Gumbär Gummibärchen;Confections;24,9;6;Rancho grande;Buenos Aires;Argentina;17-Feb-97
10448;Boston Crab Meat;Seafood;14,7;20;Rancho grande;Buenos Aires;Argentina;17-Feb-97
10449;Filo Mix;Grains/Cereals;5,6;20;Blondesddsl père et fils;Strasbourg;France;18-Feb-97
10449;Ikura;Seafood;24,8;14;Blondesddsl père et fils;Strasbourg;France;18-Feb-97
10449;Tarte au sucre;Confections;39,4;35;Blondesddsl père et fils;Strasbourg;France;18-Feb-97
10450;Tourtière;Meat/Poultry;5,9;6;Victuailles en stock;Lyon;France;19-Feb-97
10450;Ikura;Seafood;24,8;20;Victuailles en stock;Lyon;France;19-Feb-97
10451;Pâté chinois;Meat/Poultry;19,2;120;QUICK-Stop;Cunewalde;Germany;19-Feb-97
10451;Louisiana Fiery Hot Pepper Sauce;Condiments;16,8;28;QUICK-Stop;Cunewalde;Germany;19-Feb-97
10451;Wimmers gute Semmelknödel;Grains/Cereals;26,6;35;QUICK-Stop;Cunewalde;Germany;19-Feb-97
10451;Original Frankfurter grüne Soße;Condiments;10,4;55;QUICK-Stop;Cunewalde;Germany;19-Feb-97
10452;Gula Malacca;Condiments;15,5;100;Save-a-lot Markets;Boise;USA;20-Feb-97
10452;Rössle Sauerkraut;Produce;36,4;15;Save-a-lot Markets;Boise;USA;20-Feb-97
10453;Chocolade;Confections;10,2;15;Around the Horn;Colchester;UK;21-Feb-97
10453;Outback Lager;Beverages;12;25;Around the Horn;Colchester;UK;21-Feb-97
10454;Spegesild;Seafood;9,6;10;La maison d'Asie;Toulouse;France;21-Feb-97
10454;Geitost;Dairy Products;2;20;La maison d'Asie;Toulouse;France;21-Feb-97
10454;Pavlova;Confections;13,9;20;La maison d'Asie;Toulouse;France;21-Feb-97
10455;Chartreuse verte;Beverages;14,4;20;Wartian Herkku;Oulu;Finland;24-Feb-97
10455;Perth Pasties;Meat/Poultry;26,2;50;Wartian Herkku;Oulu;Finland;24-Feb-97
10455;Sirop d'érable;Condiments;22,8;25;Wartian Herkku;Oulu;Finland;24-Feb-97
10455;Flotemysost;Dairy Products;17,2;30;Wartian Herkku;Oulu;Finland;24-Feb-97
10456;Maxilaku;Confections;16;21;Königlich Essen;Brandenburg;Germany;25-Feb-97
10456;Sir Rodney's Scones;Confections;8;40;Königlich Essen;Brandenburg;Germany;25-Feb-97
10457;Raclette Courdavault;Dairy Products;44;36;Königlich Essen;Brandenburg;Germany;25-Feb-97
10458;Gnocchi di nonna Alice;Grains/Cereals;30,4;15;Suprêmes délices;Charleroi;Belgium;26-Feb-97
10458;Gumbär Gummibärchen;Confections;24,9;30;Suprêmes délices;Charleroi;Belgium;26-Feb-97
10458;Ipoh Coffee;Beverages;36,8;20;Suprêmes délices;Charleroi;Belgium;26-Feb-97
10458;Rössle Sauerkraut;Produce;36,4;30;Suprêmes délices;Charleroi;Belgium;26-Feb-97
10458;Flotemysost;Dairy Products;17,2;50;Suprêmes délices;Charleroi;Belgium;26-Feb-97
10459;Spegesild;Seafood;9,6;20;Victuailles en stock;Lyon;France;27-Feb-97
10459;Uncle Bob's Organic Dried Pears;Produce;24;16;Victuailles en stock;Lyon;France;27-Feb-97
10459;Mozzarella di Giovanni;Dairy Products;27,8;40;Victuailles en stock;Lyon;France;27-Feb-97
10460;Scottish Longbreads;Confections;10;21;Folk och fä HB;Bräcke;Sweden;28-Feb-97
10460;Rhönbräu Klosterbier;Beverages;6,2;4;Folk och fä HB;Bräcke;Sweden;28-Feb-97
10461;Pâté chinois;Meat/Poultry;19,2;60;LILA-Supermercado;Barquisimeto;Venezuela;28-Feb-97
10461;Sir Rodney's Scones;Confections;8;40;LILA-Supermercado;Barquisimeto;Venezuela;28-Feb-97
10461;Nord-Ost Matjeshering;Seafood;20,7;28;LILA-Supermercado;Barquisimeto;Venezuela;28-Feb-97
10462;Tunnbröd;Grains/Cereals;7,2;21;Consolidated Holdings;London;UK;3-Mar-97
10462;Konbu;Seafood;4,8;1;Consolidated Holdings;London;UK;3-Mar-97
10463;Teatime Chocolate Biscuits;Confections;7,3;21;Suprêmes délices;Charleroi;Belgium;4-Mar-97
10463;Singaporean Hokkien Fried Mee;Grains/Cereals;11,2;50;Suprêmes délices;Charleroi;Belgium;4-Mar-97
10464;Ipoh Coffee;Beverages;36,8;3;Furia Bacalhau e Frutos do Mar;Lisboa;Portugal;4-Mar-97
10464;Chef Anton's Cajun Seasoning;Seafood;17,6;16;Furia Bacalhau e Frutos do Mar;Lisboa;Portugal;4-Mar-97
10464;Gnocchi di nonna Alice;Grains/Cereals;30,4;30;Furia Bacalhau e Frutos do Mar;Lisboa;Portugal;4-Mar-97
10464;Camembert Pierrot;Dairy Products;27,2;20;Furia Bacalhau e Frutos do Mar;Lisboa;Portugal;4-Mar-97
10465;Guaraná Fantástica;Beverages;3,6;25;Vaffeljernet;Århus;Denmark;5-Mar-97
10465;Boston Crab Meat;Seafood;14,7;20;Vaffeljernet;Århus;Denmark;5-Mar-97
10465;Rogede sild;Seafood;7,6;30;Vaffeljernet;Århus;Denmark;5-Mar-97
10465;Valkoinen suklaa;Confections;13;25;Vaffeljernet;Århus;Denmark;5-Mar-97
10465;Thüringer Rostbratwurst;Meat/Poultry;99;18;Vaffeljernet;Århus;Denmark;5-Mar-97
10466;Spegesild;Seafood;9,6;5;Comércio Mineiro;Sao Paulo;Brazil;6-Mar-97
10466;Queso Cabrales;Dairy Products;16,8;10;Comércio Mineiro;Sao Paulo;Brazil;6-Mar-97
10467;Guaraná Fantástica;Beverages;3,6;28;Magazzini Alimentari Riuniti;Bergamo;Italy;6-Mar-97
10467;NuNuCa Nuß-Nougat-Creme;Confections;11,2;12;Magazzini Alimentari Riuniti;Bergamo;Italy;6-Mar-97
10468;Ipoh Coffee;Beverages;36,8;15;Königlich Essen;Brandenburg;Germany;7-Mar-97
10468;Nord-Ost Matjeshering;Seafood;20,7;8;Königlich Essen;Brandenburg;Germany;7-Mar-97
10469;Gula Malacca;Condiments;15,5;2;White Clover Markets;Seattle;USA;10-Mar-97
10469;Pavlova;Confections;13,9;35;White Clover Markets;Seattle;USA;10-Mar-97
10469;Chang;Beverages;15,2;40;White Clover Markets;Seattle;USA;10-Mar-97
10470;Carnarvon Tigers;Beverages;50;30;Bon app';Marseille;France;11-Mar-97
10470;Tunnbröd;Grains/Cereals;7,2;15;Bon app';Marseille;France;11-Mar-97
10470;Wimmers gute Semmelknödel;Grains/Cereals;26,6;8;Bon app';Marseille;France;11-Mar-97
10471;Gnocchi di nonna Alice;Grains/Cereals;30,4;20;B's Beverages;London;UK;11-Mar-97
10471;Uncle Bob's Organic Dried Pears;Produce;24;30;B's Beverages;London;UK;11-Mar-97
10472;Guaraná Fantástica;Beverages;3,6;80;Seven Seas Imports;London;UK;12-Mar-97
10472;Manjimup Dried Apples;Produce;42,4;18;Seven Seas Imports;London;UK;12-Mar-97
10473;Geitost;Dairy Products;2;12;Island Trading;Cowes;UK;13-Mar-97
10473;Flotemysost;Dairy Products;17,2;12;Island Trading;Cowes;UK;13-Mar-97
10474;Rössle Sauerkraut;Produce;36,4;18;Pericles Comidas clásicas;México D.F.;Mexico;13-Mar-97
10474;Boston Crab Meat;Seafood;14,7;21;Pericles Comidas clásicas;México D.F.;Mexico;13-Mar-97
10474;Tofu;Produce;18,6;12;Pericles Comidas clásicas;México D.F.;Mexico;13-Mar-97
10474;Rhönbräu Klosterbier;Beverages;6,2;10;Pericles Comidas clásicas;México D.F.;Mexico;13-Mar-97
10475;Gorgonzola Telino;Dairy Products;10;35;Suprêmes délices;Charleroi;Belgium;14-Mar-97
10475;Louisiana Hot Spiced Okra;Condiments;13,6;60;Suprêmes délices;Charleroi;Belgium;14-Mar-97
10475;Lakkalikööri;Beverages;14,4;42;Suprêmes délices;Charleroi;Belgium;14-Mar-97
10476;Outback Lager;Beverages;12;12;HILARION-Abastos;San Cristóbal;Venezuela;17-Mar-97
10476;Pâté chinois;Meat/Poultry;19,2;2;HILARION-Abastos;San Cristóbal;Venezuela;17-Mar-97
10477;Chartreuse verte;Beverages;14,4;20;Princesa Isabel Vinhos;Lisboa;Portugal;17-Mar-97
10477;Chai;Meat/Poultry;14,4;15;Princesa Isabel Vinhos;Lisboa;Portugal;17-Mar-97
10477;Sir Rodney's Scones;Confections;8;21;Princesa Isabel Vinhos;Lisboa;Portugal;17-Mar-97
10478;Ikura;Seafood;24,8;20;Victuailles en stock;Lyon;France;18-Mar-97
10479;Côte de Blaye;Beverages;210,8;30;Rattlesnake Canyon Grocery;Albuquerque;USA;19-Mar-97
10479;Perth Pasties;Meat/Poultry;26,2;28;Rattlesnake Canyon Grocery;Albuquerque;USA;19-Mar-97
10479;Raclette Courdavault;Dairy Products;44;60;Rattlesnake Canyon Grocery;Albuquerque;USA;19-Mar-97
10479;Wimmers gute Semmelknödel;Grains/Cereals;26,6;30;Rattlesnake Canyon Grocery;Albuquerque;USA;19-Mar-97
10480;Raclette Courdavault;Dairy Products;44;12;Folies gourmandes;Lille;France;20-Mar-97
10480;Zaanse koeken;Confections;7,6;30;Folies gourmandes;Lille;France;20-Mar-97
10481;Maxilaku;Confections;16;24;Ricardo Adocicados;Rio de Janeiro;Brazil;20-Mar-97
10481;Camembert Pierrot;Dairy Products;27,2;40;Ricardo Adocicados;Rio de Janeiro;Brazil;20-Mar-97
10482;Boston Crab Meat;Seafood;14,7;10;Lazy K Kountry Store;Walla Walla;USA;21-Mar-97
10483;Sasquatch Ale;Beverages;11,2;35;White Clover Markets;Seattle;USA;24-Mar-97
10483;Original Frankfurter grüne Soße;Condiments;10,4;30;White Clover Markets;Seattle;USA;24-Mar-97
10484;Boston Crab Meat;Seafood;14,7;10;B's Beverages;London;UK;24-Mar-97
10484;Manjimup Dried Apples;Produce;42,4;3;B's Beverages;London;UK;24-Mar-97
10484;Sir Rodney's Scones;Confections;8;14;B's Beverages;London;UK;24-Mar-97
10485;Chang;Beverages;15,2;20;LINO-Delicateses;I. de Margarita;Venezuela;25-Mar-97
10485;Aniseed Syrup;Condiments;8;20;LINO-Delicateses;I. de Margarita;Venezuela;25-Mar-97
10485;Pâté chinois;Meat/Poultry;19,2;30;LINO-Delicateses;I. de Margarita;Venezuela;25-Mar-97
10485;Outback Lager;Beverages;12;60;LINO-Delicateses;I. de Margarita;Venezuela;25-Mar-97
10486;Queso Cabrales;Dairy Products;16,8;5;HILARION-Abastos;San Cristóbal;Venezuela;26-Mar-97
10486;Manjimup Dried Apples;Produce;42,4;25;HILARION-Abastos;San Cristóbal;Venezuela;26-Mar-97
10486;Longlife Tofu;Produce;8;16;HILARION-Abastos;San Cristóbal;Venezuela;26-Mar-97
10487;Gumbär Gummibärchen;Confections;24,9;30;Queen Cozinha;Sao Paulo;Brazil;26-Mar-97
10487;Teatime Chocolate Biscuits;Confections;7,3;5;Queen Cozinha;Sao Paulo;Brazil;26-Mar-97
10487;Tourtière;Meat/Poultry;5,9;24;Queen Cozinha;Sao Paulo;Brazil;26-Mar-97
10488;Raclette Courdavault;Dairy Products;44;30;Frankenversand;München;Germany;27-Mar-97
10488;Röd Kaviar;Seafood;12;20;Frankenversand;München;Germany;27-Mar-97
10489;Pavlova;Confections;13,9;18;Piccolo und mehr;Salzburg;Austria;28-Mar-97
10489;Queso Cabrales;Dairy Products;16,8;15;Piccolo und mehr;Salzburg;Austria;28-Mar-97
10490;Raclette Courdavault;Dairy Products;44;60;HILARION-Abastos;San Cristóbal;Venezuela;31-Mar-97
10490;Scottish Longbreads;Confections;10;30;HILARION-Abastos;San Cristóbal;Venezuela;31-Mar-97
10490;Rhönbräu Klosterbier;Beverages;6,2;36;HILARION-Abastos;San Cristóbal;Venezuela;31-Mar-97
10491;Gula Malacca;Condiments;15,5;15;Furia Bacalhau e Frutos do Mar;Lisboa;Portugal;31-Mar-97
10491;Original Frankfurter grüne Soße;Condiments;10,4;7;Furia Bacalhau e Frutos do Mar;Lisboa;Portugal;31-Mar-97
10492;Singaporean Hokkien Fried Mee;Grains/Cereals;11,2;20;Bottom-Dollar Markets;Tsawassen;Canada;1-Apr-97
10492;NuNuCa Nuß-Nougat-Creme;Confections;11,2;60;Bottom-Dollar Markets;Tsawassen;Canada;1-Apr-97
10493;Louisiana Hot Spiced Okra;Condiments;13,6;10;La maison d'Asie;Toulouse;France;2-Apr-97
10493;Gudbrandsdalsost;Dairy Products;28,8;10;La maison d'Asie;Toulouse;France;2-Apr-97
10493;Louisiana Fiery Hot Pepper Sauce;Condiments;16,8;15;La maison d'Asie;Toulouse;France;2-Apr-97
10494;Gnocchi di nonna Alice;Grains/Cereals;30,4;30;Comércio Mineiro;Sao Paulo;Brazil;2-Apr-97
10495;Tunnbröd;Grains/Cereals;7,2;10;Laughing Bacchus Wine Cellars;Vancouver;Canada;3-Apr-97
10495;Jack's New England Clam Chowder;Seafood;7,7;20;Laughing Bacchus Wine Cellars;Vancouver;Canada;3-Apr-97
10495;Original Frankfurter grüne Soße;Condiments;10,4;5;Laughing Bacchus Wine Cellars;Vancouver;Canada;3-Apr-97
10496;Gorgonzola Telino;Dairy Products;10;20;Tradição Hipermercados;Sao Paulo;Brazil;4-Apr-97
10497;Gnocchi di nonna Alice;Grains/Cereals;30,4;14;Lehmanns Marktstand;Frankfurt a.M.;Germany;4-Apr-97
10497;Original Frankfurter grüne Soße;Condiments;10,4;25;Lehmanns Marktstand;Frankfurt a.M.;Germany;4-Apr-97
10497;Mozzarella di Giovanni;Dairy Products;27,8;25;Lehmanns Marktstand;Frankfurt a.M.;Germany;4-Apr-97
10498;Boston Crab Meat;Seafood;18,4;5;HILARION-Abastos;San Cristóbal;Venezuela;7-Apr-97
10498;Singaporean Hokkien Fried Mee;Grains/Cereals;14;30;HILARION-Abastos;San Cristóbal;Venezuela;7-Apr-97
10498;Guaraná Fantástica;Beverages;4,5;14;HILARION-Abastos;San Cristóbal;Venezuela;7-Apr-97
10499;Maxilaku;Confections;20;25;LILA-Supermercado;Barquisimeto;Venezuela;8-Apr-97
10499;Rössle Sauerkraut;Produce;45,6;20;LILA-Supermercado;Barquisimeto;Venezuela;8-Apr-97
10500;Rössle Sauerkraut;Produce;45,6;8;La maison d'Asie;Toulouse;France;9-Apr-97
10500;Genen Shouyu;Condiments;15,5;12;La maison d'Asie;Toulouse;France;9-Apr-97
10501;Tourtière;Meat/Poultry;7,45;20;Blauer See Delikatessen;Mannheim;Germany;9-Apr-97
10502;Perth Pasties;Meat/Poultry;32,8;6;Pericles Comidas clásicas;México D.F.;Mexico;10-Apr-97
10502;Laughing Lumberjack Lager;Beverages;14;30;Pericles Comidas clásicas;México D.F.;Mexico;10-Apr-97
10502;Rogede sild;Seafood;9,5;21;Pericles Comidas clásicas;México D.F.;Mexico;10-Apr-97
10503;Tofu;Produce;23,25;70;Hungry Owl All-Night Grocers;Cork;Ireland;11-Apr-97
10503;Louisiana Fiery Hot Pepper Sauce;Condiments;21,05;20;Hungry Owl All-Night Grocers;Cork;Ireland;11-Apr-97
10504;Perth Pasties;Meat/Poultry;32,8;10;White Clover Markets;Seattle;USA;11-Apr-97
10504;Sirop d'érable;Condiments;28,5;25;White Clover Markets;Seattle;USA;11-Apr-97
10504;Chang;Beverages;19;12;White Clover Markets;Seattle;USA;11-Apr-97
10504;Sir Rodney's Scones;Confections;10;12;White Clover Markets;Seattle;USA;11-Apr-97
10505;Tarte au sucre;Confections;49,3;3;Mère Paillarde;Montréal;Canada;14-Apr-97
10506;Outback Lager;Beverages;15;14;Königlich Essen;Brandenburg;Germany;15-Apr-97
10506;NuNuCa Nuß-Nougat-Creme;Confections;14;18;Königlich Essen;Brandenburg;Germany;15-Apr-97
10507;Chocolade;Confections;12,75;15;Antonio Moreno Taquería;México D.F.;Mexico;15-Apr-97
10507;Ipoh Coffee;Beverages;46;15;Antonio Moreno Taquería;México D.F.;Mexico;15-Apr-97
10508;Chartreuse verte;Beverages;18;10;Ottilies Käseladen;Köln;Germany;16-Apr-97
10508;Konbu;Seafood;6;10;Ottilies Käseladen;Köln;Germany;16-Apr-97
10509;Rössle Sauerkraut;Produce;45,6;3;Blauer See Delikatessen;Mannheim;Germany;17-Apr-97
10510;Thüringer Rostbratwurst;Meat/Poultry;123,79;36;Save-a-lot Markets;Boise;USA;18-Apr-97
10510;Rhönbräu Klosterbier;Beverages;7,75;36;Save-a-lot Markets;Boise;USA;18-Apr-97
10511;Chef Anton's Cajun Seasoning;Seafood;22;50;Bon app';Marseille;France;18-Apr-97
10511;Uncle Bob's Organic Dried Pears;Produce;30;50;Bon app';Marseille;France;18-Apr-97
10511;Northwoods Cranberry Sauce;Condiments;40;10;Bon app';Marseille;France;18-Apr-97
10512;Guaraná Fantástica;Beverages;4,5;10;Familia Arquibaldo;Sao Paulo;Brazil;21-Apr-97
10512;Spegesild;Seafood;12;9;Familia Arquibaldo;Sao Paulo;Brazil;21-Apr-97
10512;Zaanse koeken;Confections;9,5;6;Familia Arquibaldo;Sao Paulo;Brazil;21-Apr-97
10512;Camembert Pierrot;Dairy Products;34;12;Familia Arquibaldo;Sao Paulo;Brazil;21-Apr-97
10513;Sirop d'érable;Condiments;28,5;15;Die Wandernde Kuh;Stuttgart;Germany;22-Apr-97
10513;Mascarpone Fabioli;Dairy Products;32;50;Die Wandernde Kuh;Stuttgart;Germany;22-Apr-97
10513;Sir Rodney's Scones;Confections;10;40;Die Wandernde Kuh;Stuttgart;Germany;22-Apr-97
10514;Sir Rodney's Marmalade;Confections;81;39;Ernst Handel;Graz;Austria;22-Apr-97
10514;Rössle Sauerkraut;Produce;45,6;35;Ernst Handel;Graz;Austria;22-Apr-97
10514;Gnocchi di nonna Alice;Grains/Cereals;38;70;Ernst Handel;Graz;Austria;22-Apr-97
10514;Louisiana Fiery Hot Pepper Sauce;Condiments;21,05;39;Ernst Handel;Graz;Austria;22-Apr-97
10514;Rhönbräu Klosterbier;Beverages;7,75;50;Ernst Handel;Graz;Austria;22-Apr-97
10515;Camembert Pierrot;Dairy Products;34;84;QUICK-Stop;Cunewalde;Germany;23-Apr-97
10515;Schoggi Schokolade;Confections;43,9;120;QUICK-Stop;Cunewalde;Germany;23-Apr-97
10515;Geitost;Dairy Products;2,5;16;QUICK-Stop;Cunewalde;Germany;23-Apr-97
10515;Pavlova;Confections;17,45;50;QUICK-Stop;Cunewalde;Germany;23-Apr-97
10515;Mishi Kobe Niku;Meat/Poultry;97;16;QUICK-Stop;Cunewalde;Germany;23-Apr-97
10516;Carnarvon Tigers;Beverages;62,5;25;Hungry Owl All-Night Grocers;Cork;Ireland;24-Apr-97
10516;Singaporean Hokkien Fried Mee;Grains/Cereals;14;20;Hungry Owl All-Night Grocers;Cork;Ireland;24-Apr-97
10516;Jack's New England Clam Chowder;Seafood;9,65;80;Hungry Owl All-Night Grocers;Cork;Ireland;24-Apr-97
10517;Filo Mix;Grains/Cereals;7;6;North/South;London;UK;24-Apr-97
10517;Raclette Courdavault;Dairy Products;55;4;North/South;London;UK;24-Apr-97
10517;Outback Lager;Beverages;15;6;North/South;London;UK;24-Apr-97
10518;Gula Malacca;Condiments;19,45;9;Tortuga Restaurante;México D.F.;Mexico;25-Apr-97
10518;Côte de Blaye;Beverages;263,5;15;Tortuga Restaurante;México D.F.;Mexico;25-Apr-97
10518;Guaraná Fantástica;Beverages;4,5;5;Tortuga Restaurante;México D.F.;Mexico;25-Apr-97
10519;Ikura;Seafood;31;16;Chop-suey Chinese;Bern;Switzerland;28-Apr-97
10519;Camembert Pierrot;Dairy Products;34;10;Chop-suey Chinese;Bern;Switzerland;28-Apr-97
10519;Gnocchi di nonna Alice;Grains/Cereals;38;40;Chop-suey Chinese;Bern;Switzerland;28-Apr-97
10520;Perth Pasties;Meat/Poultry;32,8;5;Santé Gourmet;Stavern;Norway;29-Apr-97
10520;Guaraná Fantástica;Beverages;4,5;8;Santé Gourmet;Stavern;Norway;29-Apr-97
10521;Steeleye Stout;Beverages;18;3;Cactus Comidas para llevar;Buenos Aires;Argentina;29-Apr-97
10521;Jack's New England Clam Chowder;Seafood;9,65;10;Cactus Comidas para llevar;Buenos Aires;Argentina;29-Apr-97
10521;Scottish Longbreads;Confections;12,5;6;Cactus Comidas para llevar;Buenos Aires;Argentina;29-Apr-97
10522;Boston Crab Meat;Seafood;18,4;25;Lehmanns Marktstand;Frankfurt a.M.;Germany;30-Apr-97
10522;Nord-Ost Matjeshering;Seafood;25,89;20;Lehmanns Marktstand;Frankfurt a.M.;Germany;30-Apr-97
10522;Northwoods Cranberry Sauce;Condiments;40;24;Lehmanns Marktstand;Frankfurt a.M.;Germany;30-Apr-97
10522;Chai;Meat/Poultry;18;40;Lehmanns Marktstand;Frankfurt a.M.;Germany;30-Apr-97
10523;Sir Rodney's Marmalade;Confections;81;15;Seven Seas Imports;London;UK;1-May-97
10523;Alice Mutton;Meat/Poultry;39;25;Seven Seas Imports;London;UK;1-May-97
10523;Jack's New England Clam Chowder;Seafood;9,65;6;Seven Seas Imports;London;UK;1-May-97
10523;Gravad lax;Seafood;26;18;Seven Seas Imports;London;UK;1-May-97
10524;Ipoh Coffee;Beverages;46;60;Berglunds snabbköp;Luleå;Sweden;1-May-97
10524;Nord-Ost Matjeshering;Seafood;25,89;10;Berglunds snabbköp;Luleå;Sweden;1-May-97
10524;Ikura;Seafood;31;2;Berglunds snabbköp;Luleå;Sweden;1-May-97
10524;Tourtière;Meat/Poultry;7,45;15;Berglunds snabbköp;Luleå;Sweden;1-May-97
10525;Inlagd Sill;Seafood;19;30;Bon app';Marseille;France;2-May-97
10525;Boston Crab Meat;Seafood;18,4;15;Bon app';Marseille;France;2-May-97
10526;Konbu;Seafood;6;10;Wartian Herkku;Oulu;Finland;5-May-97
10526;Chai;Meat/Poultry;18;8;Wartian Herkku;Oulu;Finland;5-May-97
10526;Gnocchi di nonna Alice;Grains/Cereals;38;30;Wartian Herkku;Oulu;Finland;5-May-97
10527;Chef Anton's Cajun Seasoning;Seafood;22;50;QUICK-Stop;Cunewalde;Germany;5-May-97
10527;Inlagd Sill;Seafood;19;30;QUICK-Stop;Cunewalde;Germany;5-May-97
10528;Geitost;Dairy Products;2,5;8;Great Lakes Food Market;Eugene;USA;6-May-97
10528;Queso Cabrales;Dairy Products;21;3;Great Lakes Food Market;Eugene;USA;6-May-97
10528;Mozzarella di Giovanni;Dairy Products;34,8;9;Great Lakes Food Market;Eugene;USA;6-May-97
10529;Pâté chinois;Meat/Poultry;24;14;Maison Dewey;Bruxelles;Belgium;7-May-97
10529;Scottish Longbreads;Confections;12,5;20;Maison Dewey;Bruxelles;Belgium;7-May-97
10529;Gudbrandsdalsost;Dairy Products;36;10;Maison Dewey;Bruxelles;Belgium;7-May-97
10530;Sirop d'érable;Condiments;28,5;20;Piccolo und mehr;Salzburg;Austria;8-May-97
10530;Alice Mutton;Meat/Poultry;39;40;Piccolo und mehr;Salzburg;Austria;8-May-97
10530;Ipoh Coffee;Beverages;46;25;Piccolo und mehr;Salzburg;Austria;8-May-97
10530;Lakkalikööri;Beverages;18;50;Piccolo und mehr;Salzburg;Austria;8-May-97
10531;Raclette Courdavault;Dairy Products;55;2;Océano Atlántico Ltda.;Buenos Aires;Argentina;8-May-97
10532;Louisiana Hot Spiced Okra;Condiments;17;24;Eastern Connection;London;UK;9-May-97
10532;Nord-Ost Matjeshering;Seafood;25,89;15;Eastern Connection;London;UK;9-May-97
10533;Chef Anton's Cajun Seasoning;Seafood;22;50;Folk och fä HB;Bräcke;Sweden;12-May-97
10533;Mozzarella di Giovanni;Dairy Products;34,8;24;Folk och fä HB;Bräcke;Sweden;12-May-97
10533;Röd Kaviar;Seafood;15;24;Folk och fä HB;Bräcke;Sweden;12-May-97
10534;Nord-Ost Matjeshering;Seafood;25,89;10;Lehmanns Marktstand;Frankfurt a.M.;Germany;12-May-97
10534;Boston Crab Meat;Seafood;18,4;10;Lehmanns Marktstand;Frankfurt a.M.;Germany;12-May-97
10534;Tourtière;Meat/Poultry;7,45;10;Lehmanns Marktstand;Frankfurt a.M.;Germany;12-May-97
10535;Ravioli Angelo;Grains/Cereals;19,5;5;Antonio Moreno Taquería;México D.F.;Mexico;13-May-97
10535;Raclette Courdavault;Dairy Products;55;15;Antonio Moreno Taquería;México D.F.;Mexico;13-May-97
10535;Boston Crab Meat;Seafood;18,4;10;Antonio Moreno Taquería;México D.F.;Mexico;13-May-97
10535;Queso Cabrales;Dairy Products;21;50;Antonio Moreno Taquería;México D.F.;Mexico;13-May-97
10536;Queso Manchego La Pastora;Dairy Products;38;15;Lehmanns Marktstand;Frankfurt a.M.;Germany;14-May-97
10536;Gorgonzola Telino;Dairy Products;12,5;20;Lehmanns Marktstand;Frankfurt a.M.;Germany;14-May-97
10536;Geitost;Dairy Products;2,5;30;Lehmanns Marktstand;Frankfurt a.M.;Germany;14-May-97
10536;Camembert Pierrot;Dairy Products;34;35;Lehmanns Marktstand;Frankfurt a.M.;Germany;14-May-97
10537;Escargots de Bourgogne;Seafood;13,25;20;Richter Supermarkt;Genève;Switzerland;14-May-97
10537;Gorgonzola Telino;Dairy Products;12,5;30;Richter Supermarkt;Genève;Switzerland;14-May-97
10537;Manjimup Dried Apples;Produce;53;6;Richter Supermarkt;Genève;Switzerland;14-May-97
10537;Röd Kaviar;Seafood;15;9;Richter Supermarkt;Genève;Switzerland;14-May-97
10537;Mozzarella di Giovanni;Dairy Products;34,8;21;Richter Supermarkt;Genève;Switzerland;14-May-97
10538;Outback Lager;Beverages;15;7;B's Beverages;London;UK;15-May-97
10538;Mozzarella di Giovanni;Dairy Products;34,8;1;B's Beverages;London;UK;15-May-97
10539;Maxilaku;Confections;20;6;B's Beverages;London;UK;16-May-97
10539;Geitost;Dairy Products;2,5;15;B's Beverages;London;UK;16-May-97
10539;Konbu;Seafood;6;8;B's Beverages;London;UK;16-May-97
10539;Sir Rodney's Scones;Confections;10;15;B's Beverages;London;UK;16-May-97
10540;Gumbär Gummibärchen;Confections;31,23;40;QUICK-Stop;Cunewalde;Germany;19-May-97
10540;Aniseed Syrup;Condiments;10;60;QUICK-Stop;Cunewalde;Germany;19-May-97
10540;Côte de Blaye;Beverages;263,5;30;QUICK-Stop;Cunewalde;Germany;19-May-97
10540;Scottish Longbreads;Confections;12,5;35;QUICK-Stop;Cunewalde;Germany;19-May-97
10541;Louisiana Fiery Hot Pepper Sauce;Condiments;21,05;36;Hanari Carnes;Rio de Janeiro;Brazil;19-May-97
10541;Côte de Blaye;Beverages;263,5;4;Hanari Carnes;Rio de Janeiro;Brazil;19-May-97
10541;Guaraná Fantástica;Beverages;4,5;35;Hanari Carnes;Rio de Janeiro;Brazil;19-May-97
10541;Flotemysost;Dairy Products;21,5;9;Hanari Carnes;Rio de Janeiro;Brazil;19-May-97
